05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일ID,정류소ID,정류소명,조회일자,합계,행정구역
6,12,12,16,11,27,24,13,25,23,20,23,14,21,15,13,12,9,2,승차,02159,7031009500,구)대영학원앞,2019-01-01,298,대구광역시 서구 비산4동
0,3,3,10,6,3,4,9,9,5,13,11,7,6,8,6,5,9,1,하차,02159,7031009500,구)대영학원앞,2019-01-01,118,대구광역시 서구 비산4동
1,4,2,3,5,1,5,5,7,15,11,6,14,14,3,9,10,12,1,승차,02007,7061001700,구.남부정류장건너1,2019-01-01,128,대구광역시 수성구 만촌3동
0,2,4,9,10,3,4,4,7,14,6,12,14,6,4,8,8,8,2,하차,02007,7061001700,구.남부정류장건너1,2019-01-01,125,대구광역시 수성구 만촌3동
3,3,0,4,8,3,5,5,5,7,6,7,14,8,10,4,9,4,1,승차,05205,7061028700,구.남부정류장건너2,2019-01-01,106,대구광역시 수성구 만촌3동
0,3,1,2,2,3,1,2,3,2,3,8,5,5,10,5,1,1,2,하차,05205,7061028700,구.남부정류장건너2,2019-01-01,59,대구광역시 수성구 만촌3동
3,5,7,14,17,9,14,29,15,34,26,17,24,14,16,21,22,9,1,승차,02008,7061001800,구.남부정류장앞1,2019-01-01,297,대구광역시 수성구 만촌2동
2,2,1,3,5,5,2,3,2,2,2,5,1,5,5,3,3,4,0,하차,02008,7061001800,구.남부정류장앞1,2019-01-01,55,대구광역시 수성구 만촌2동
0,0,1,1,0,4,3,2,6,2,3,6,4,7,4,3,20,4,0,승차,09252,7061001900,구.남부정류장앞2,2019-01-01,70,대구광역시 수성구 만촌2동
1,0,1,1,0,1,1,1,3,2,3,3,1,3,0,4,5,1,0,하차,09252,7061001900,구.남부정류장앞2,2019-01-01,31,대구광역시 수성구 만촌2동
0,15,9,5,12,11,8,12,13,10,10,19,17,16,6,12,12,12,3,승차,02034,7011004700,구.동부정류장(메트로팔레스),2019-01-01,202,대구광역시 수성구 만촌1동
0,1,1,0,4,2,7,5,5,3,2,5,6,10,6,3,5,6,1,하차,02034,7011004700,구.동부정류장(메트로팔레스),2019-01-01,72,대구광역시 수성구 만촌1동
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,02468,7181071200,구덕네거리(상행),2019-01-01,1,경상북도 칠곡군 동명면
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,하차,,7181073600,구덕리(마을회관앞),2019-01-01,1,경상북도 칠곡군 
0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,승차,01599,7011036100,구둔산,2019-01-01,6,대구광역시 동구 해안동
0,1,0,0,0,0,0,1,2,1,0,5,0,1,0,0,0,0,0,승차,00933,7041008500,구병원건너,2019-01-01,11,대구광역시 달서구 감삼동
0,2,4,0,2,3,0,1,10,4,4,5,6,3,3,4,0,2,0,하차,00933,7041008500,구병원건너,2019-01-01,53,대구광역시 달서구 감삼동
1,10,14,22,7,14,10,21,17,25,27,17,17,8,25,6,19,10,2,승차,02277,7041008400,구병원앞,2019-01-01,272,대구광역시 달서구 감삼동
0,2,0,6,1,5,7,10,11,8,8,7,8,4,1,3,2,3,0,하차,02277,7041008400,구병원앞,2019-01-01,86,대구광역시 달서구 감삼동
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,02714,7111049300,구삼폭포건너,2019-01-01,1,대구광역시 달성군 가창면
0,2,2,2,3,1,3,1,2,1,0,1,0,0,0,0,0,0,0,승차,05329,7021008000,구암가구골목1,2019-01-01,18,대구광역시 북구 구암동
0,0,0,0,1,2,0,2,4,0,0,0,0,0,1,1,0,0,0,하차,05329,7021008000,구암가구골목1,2019-01-01,11,대구광역시 북구 구암동
0,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0,0,승차,09278,7021008100,구암가구골목2,2019-01-01,7,대구광역시 북구 구암동
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,하차,09278,7021008100,구암가구골목2,2019-01-01,5,대구광역시 북구 구암동
0,1,3,2,2,1,2,5,2,1,4,2,2,0,4,4,3,0,0,승차,01797,7021008400,구암교1,2019-01-01,38,대구광역시 북구 태전2동
0,0,0,1,2,2,0,1,3,0,0,0,1,1,0,0,0,1,0,하차,01797,7021008400,구암교1,2019-01-01,12,대구광역시 북구 태전2동
1,6,2,1,0,2,1,0,2,0,0,0,2,3,0,0,0,3,0,승차,01775,7021008500,구암교2,2019-01-01,23,대구광역시 북구 태전2동
0,0,0,0,2,0,1,3,3,1,0,0,0,0,2,0,2,0,0,하차,01775,7021008500,구암교2,2019-01-01,14,대구광역시 북구 태전2동
0,0,0,0,0,0,4,0,0,2,4,7,1,2,0,0,0,0,0,승차,02362,7011022400,구암동1,2019-01-01,20,대구광역시 동구 공산동
0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,승차,02373,7011022500,구암동2,2019-01-01,3,대구광역시 동구 공산동
0,1,0,0,3,0,2,1,4,2,1,1,0,0,0,1,0,0,0,하차,02373,7011022500,구암동2,2019-01-01,16,대구광역시 동구 공산동
0,0,0,1,2,2,1,1,5,0,3,1,2,3,2,1,0,1,0,승차,01768,7021008200,구암역(운전면허시험장)1,2019-01-01,25,대구광역시 북구 구암동
0,0,0,0,2,0,0,1,1,0,0,2,0,1,0,1,0,0,0,하차,01768,7021008200,구암역(운전면허시험장)1,2019-01-01,8,대구광역시 북구 구암동
0,3,2,0,2,2,0,0,1,0,4,1,2,4,3,2,1,4,0,승차,09214,7021008300,구암역(운전면허시험장)2,2019-01-01,31,대구광역시 북구 태전2동
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,하차,09214,7021008300,구암역(운전면허시험장)2,2019-01-01,4,대구광역시 북구 태전2동
0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,승차,05157,7021007500,구암초등학교건너,2019-01-01,6,대구광역시 북구 구암동
0,5,0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,하차,05157,7021007500,구암초등학교건너,2019-01-01,12,대구광역시 북구 구암동
2,1,0,1,5,2,4,1,5,1,1,3,3,1,0,2,0,0,0,승차,09034,7021007400,구암초등학교앞,2019-01-01,32,대구광역시 북구 구암동
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,하차,09034,7021007400,구암초등학교앞,2019-01-01,1,대구광역시 북구 구암동
0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,승차,03536,7111041200,구지면사무소건너,2019-01-01,6,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,1,2,2,0,하차,03536,7111041200,구지면사무소건너,2019-01-01,12,대구광역시 달성군 현풍면
0,0,1,0,2,2,2,0,3,1,1,1,0,0,1,0,0,0,0,승차,03537,7111041300,구지면사무소앞,2019-01-01,14,대구광역시 달성군 구지면
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,03537,7111041300,구지면사무소앞,2019-01-01,2,대구광역시 달성군 구지면
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,하차,02734,7111060000,국가물산업클러스터건너,2019-01-01,3,대구광역시 달성군 구지면
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,하차,02735,7111060100,국가물산업클러스터앞,2019-01-01,2,대구광역시 달성군 구지면
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,하차,05275,7111065100,국립대구과학관정문건너,2019-01-01,2,대구광역시 달성군 유가면
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,하차,05276,7111065000,국립대구과학관정문앞,2019-01-01,5,대구광역시 달성군 유가면
0,4,5,9,3,7,7,8,14,10,11,14,11,7,5,5,5,2,0,승차,00752,7061017800,국립대구박물관건너,2019-01-01,127,대구광역시 수성구 황금1동
0,1,0,0,2,1,1,0,1,3,2,1,9,4,0,0,0,0,0,하차,00752,7061017800,국립대구박물관건너,2019-01-01,25,대구광역시 수성구 황금1동
1,4,1,9,7,9,9,9,19,9,11,5,11,3,4,4,3,1,0,승차,00694,7061017900,국립대구박물관앞,2019-01-01,119,대구광역시 수성구 황금1동
1,1,1,3,4,4,2,3,3,4,4,6,4,3,0,3,3,4,0,하차,00694,7061017900,국립대구박물관앞,2019-01-01,53,대구광역시 수성구 황금1동
2,7,10,2,5,5,2,5,10,8,6,11,7,4,2,1,0,2,1,승차,00192,7011008500,국립신암선열공원건너,2019-01-01,90,대구광역시 동구 신암4동
3,6,5,7,6,2,7,9,6,4,5,6,6,3,4,2,2,1,0,하차,00192,7011008500,국립신암선열공원건너,2019-01-01,84,대구광역시 동구 신암4동
0,0,0,2,3,0,2,1,2,2,4,3,5,3,1,1,1,2,0,승차,05048,7011008400,국립신암선열공원앞,2019-01-01,32,대구광역시 동구 신암5동
0,0,0,0,0,1,1,0,1,1,1,1,4,1,2,2,1,1,0,하차,05048,7011008400,국립신암선열공원앞,2019-01-01,17,대구광역시 동구 신암5동
3,3,6,4,11,20,18,12,12,14,11,5,13,18,19,15,13,15,0,승차,05584,7121003600,국민건강보험공단,2019-01-01,212,경상북도 경산시 
0,6,0,1,3,3,2,4,4,4,1,5,3,6,1,2,1,3,0,하차,05584,7121003600,국민건강보험공단,2019-01-01,49,경상북도 경산시 
4,24,8,14,10,13,18,20,25,23,26,26,22,16,18,17,14,15,4,승차,00905,7041024300,국민건강보험공단건너,2019-01-01,317,대구광역시 달서구 두류3동
1,1,3,2,2,3,3,1,10,5,8,5,1,3,1,0,1,0,0,하차,00905,7041024300,국민건강보험공단건너,2019-01-01,50,대구광역시 달서구 두류3동
1,1,3,2,11,12,4,12,8,13,18,15,13,22,7,10,9,14,0,승차,00904,7041024400,국민건강보험공단앞,2019-01-01,175,대구광역시 달서구 두류3동
2,2,3,6,2,2,11,6,6,9,10,10,9,13,11,3,8,6,4,하차,00904,7041024400,국민건강보험공단앞,2019-01-01,123,대구광역시 달서구 두류3동
0,2,1,1,6,4,6,8,0,7,2,7,15,14,5,9,7,9,0,승차,09283,7041060600,국민연금네거리,2019-01-01,103,대구광역시 달서구 이곡1동
0,0,1,0,1,3,1,3,7,2,4,1,3,1,1,1,3,0,0,하차,09283,7041060600,국민연금네거리,2019-01-01,32,대구광역시 달서구 이곡1동
0,0,1,3,1,2,1,7,6,8,6,9,5,10,13,2,7,9,0,승차,03966,7041060700,국민연금네거리1,2019-01-01,90,대구광역시 달서구 이곡1동
0,1,1,2,1,1,0,0,2,1,3,4,0,3,0,2,1,0,0,하차,03966,7041060700,국민연금네거리1,2019-01-01,22,대구광역시 달서구 이곡1동
1,0,0,2,0,1,0,0,1,2,2,0,0,5,1,0,0,1,0,승차,00558,7021009100,국민은행3공단지점건너,2019-01-01,16,대구광역시 북구 노원3동
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,하차,00558,7021009100,국민은행3공단지점건너,2019-01-01,3,대구광역시 북구 노원3동
1,0,0,1,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,승차,00299,7021009200,국민은행3공단지점앞,2019-01-01,10,대구광역시 북구 노원3동
0,0,0,0,1,2,1,0,1,1,3,0,0,1,0,0,0,0,0,하차,00299,7021009200,국민은행3공단지점앞,2019-01-01,10,대구광역시 북구 노원3동
0,0,0,0,0,1,0,0,7,0,0,3,4,1,0,0,0,0,0,승차,01572,7021042900,국우동현대아파트건너,2019-01-01,16,대구광역시 북구 동천동
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,승차,04103,7021061500,국우동현대아파트건너2,2019-01-01,3,대구광역시 북구 동천동
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,하차,04103,7021061500,국우동현대아파트건너2,2019-01-01,4,대구광역시 북구 동천동
0,3,5,1,5,4,7,12,5,3,3,3,7,3,1,2,0,1,0,승차,09217,7021039400,국우동현대아파트앞,2019-01-01,65,대구광역시 북구 동천동
0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,1,0,1,0,하차,09217,7021039400,국우동현대아파트앞,2019-01-01,9,대구광역시 북구 동천동
2,3,3,5,5,0,1,1,6,2,0,6,1,2,1,12,4,3,1,승차,02190,7001009600,국채보상운동기념공원,2019-01-01,58,대구광역시 중구 동인1.2.4가동
1,2,4,0,3,1,4,3,4,1,4,5,4,5,5,4,1,3,0,하차,02190,7001009600,국채보상운동기념공원,2019-01-01,54,대구광역시 중구 동인1.2.4가동
3,3,2,12,10,7,19,7,7,6,8,7,5,13,22,5,12,3,0,승차,01003,7051000500,굿모닝병원건너,2019-01-01,151,대구광역시 달서구 두류1동
3,0,3,3,3,6,5,6,3,6,5,8,9,8,13,6,3,7,0,하차,01003,7051000500,굿모닝병원건너,2019-01-01,97,대구광역시 달서구 두류1동
1,5,5,25,23,14,12,26,24,13,29,14,5,15,12,10,9,1,0,승차,01026,7051006900,굿모닝병원앞,2019-01-01,243,대구광역시 남구 대명3동
2,3,2,2,2,2,2,2,4,4,4,6,4,5,4,0,3,2,0,하차,01026,7051006900,굿모닝병원앞,2019-01-01,53,대구광역시 남구 대명3동
4,13,7,19,27,24,23,19,21,22,34,37,41,36,20,31,25,26,0,승차,02015,7061003700,그랜드호텔건너,2019-01-01,429,대구광역시 수성구 범어1동
2,5,2,5,11,4,3,4,8,8,7,17,10,9,4,5,7,7,1,하차,02015,7061003700,그랜드호텔건너,2019-01-01,119,대구광역시 수성구 범어1동
2,10,6,17,19,13,7,14,25,28,18,33,51,23,35,35,42,36,2,승차,02016,7061003600,그랜드호텔앞,2019-01-01,416,대구광역시 수성구 범어1동
1,1,2,6,4,3,4,9,2,6,10,4,9,4,5,7,12,6,3,하차,02016,7061003600,그랜드호텔앞,2019-01-01,98,대구광역시 수성구 범어1동
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,승차,01551,7021037300,그린빌4단지,2019-01-01,2,대구광역시 북구 구암동
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,하차,01551,7021037300,그린빌4단지,2019-01-01,6,대구광역시 북구 구암동
0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,승차,01334,7021037100,그린빌4단지건너,2019-01-01,5,대구광역시 북구 구암동
0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,2,0,승차,01339,7021037200,그린빌4단지앞,2019-01-01,9,대구광역시 북구 구암동
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,하차,01339,7021037200,그린빌4단지앞,2019-01-01,3,대구광역시 북구 구암동
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,02991,7021054300,근로복지공단대구병원건너,2019-01-01,1,대구광역시 북구 동천동
0,0,0,0,0,3,0,1,1,0,0,0,1,1,0,1,0,2,0,하차,02991,7021054300,근로복지공단대구병원건너,2019-01-01,10,대구광역시 북구 동천동
1,1,5,7,9,12,6,16,19,18,7,16,14,12,10,16,7,1,0,승차,09277,7021053900,근로복지공단대구병원앞,2019-01-01,177,대구광역시 북구 동천동
0,0,0,0,1,0,0,0,1,0,3,0,2,0,1,1,0,1,0,하차,09277,7021053900,근로복지공단대구병원앞,2019-01-01,10,대구광역시 북구 동천동
0,0,3,2,0,1,10,5,8,4,17,3,2,2,5,0,1,0,0,승차,09291,7111057000,근린공원축구장건너,2019-01-01,63,대구광역시 달성군 구지면
0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,5,0,0,0,하차,09291,7111057000,근린공원축구장건너,2019-01-01,14,대구광역시 달성군 구지면
0,0,0,0,0,0,1,1,1,5,0,6,3,0,0,0,0,14,0,승차,05087,7111057800,근린공원축구장앞,2019-01-01,31,대구광역시 달성군 구지면
0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,하차,05087,7111057800,근린공원축구장앞,2019-01-01,5,대구광역시 달성군 구지면
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,승차,02651,7011032300,금강동,2019-01-01,2,대구광역시 동구 안심3.4동
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,02651,7011032300,금강동,2019-01-01,1,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,승차,02607,7111017500,금계초등학교(교항리),2019-01-01,5,대구광역시 달성군 옥포면
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,하차,02607,7111017500,금계초등학교(교항리),2019-01-01,2,대구광역시 달성군 옥포면
1,1,4,3,2,5,5,5,3,4,0,4,1,0,2,0,1,0,0,승차,03950,7111071700,금계초등학교(교항리)건너,2019-01-01,41,대구광역시 달성군 옥포면
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,승차,03010,7121020600,금구동(대구방향),2019-01-01,4,경상북도 경산시 
0,1,2,0,3,8,1,3,2,4,4,2,7,5,4,1,0,1,0,승차,03011,7121020700,금구동(종점),2019-01-01,48,경상북도 경산시 
0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,1,0,하차,03011,7121020700,금구동(종점),2019-01-01,7,경상북도 경산시 
0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,승차,05669,7121012200,금구동(진량방향),2019-01-01,5,경상북도 경산시 
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,하차,05669,7121012200,금구동(진량방향),2019-01-01,1,경상북도 경산시 
0,3,7,3,9,11,8,8,9,13,5,8,8,6,10,3,1,3,0,승차,05620,7121007200,금락초교,2019-01-01,115,경상북도 경산시 
0,0,1,3,3,1,2,3,2,5,1,2,2,1,0,1,1,1,0,하차,05620,7121007200,금락초교,2019-01-01,29,경상북도 경산시 
0,1,1,0,3,1,0,2,4,0,2,2,2,2,5,0,5,5,0,승차,05622,7121007400,금락초교 건너,2019-01-01,35,경상북도 경산시 
0,0,2,1,0,0,1,1,1,1,2,1,4,5,1,0,3,1,3,하차,05622,7121007400,금락초교 건너,2019-01-01,27,경상북도 경산시 
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,하차,,7171003900,금류아파트2차(고령방향),2019-01-01,6,경상북도 고령군 
3,7,5,17,7,17,12,10,18,5,10,10,11,18,8,1,2,0,0,승차,,7171003800,금류아파트2차(대구방향),2019-01-01,161,경상북도 고령군 
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,,7171003800,금류아파트2차(대구방향),2019-01-01,11,경상북도 고령군 
1,1,5,1,0,0,1,0,0,0,1,3,1,7,5,0,1,3,0,승차,00853,7041012400,금복주건너,2019-01-01,30,대구광역시 달서구 장기동
0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,하차,00853,7041012400,금복주건너,2019-01-01,3,대구광역시 달서구 장기동
0,0,4,1,0,0,0,0,0,1,1,0,6,5,4,1,0,0,0,승차,00854,7041012500,금복주앞,2019-01-01,23,대구광역시 달서구 장기동
0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,하차,00854,7041012500,금복주앞,2019-01-01,3,대구광역시 달서구 장기동
2,3,4,10,6,8,7,33,40,18,12,6,7,12,4,6,3,0,0,승차,00727,7041025900,금봉네거리1,2019-01-01,181,대구광역시 달서구 성당2동
0,0,0,0,0,5,3,1,1,2,1,1,3,1,2,0,1,0,0,하차,00727,7041025900,금봉네거리1,2019-01-01,21,대구광역시 달서구 성당2동
1,2,2,1,10,3,4,30,40,10,9,10,2,3,3,1,8,1,0,승차,09286,7041026100,금봉네거리2,2019-01-01,140,대구광역시 달서구 성당1동
0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,하차,09286,7041026100,금봉네거리2,2019-01-01,7,대구광역시 달서구 성당1동
0,0,0,0,3,2,1,0,4,1,2,1,1,0,0,1,0,0,0,승차,01586,7111032800,금사리하이빌APT건너,2019-01-01,16,대구광역시 동구 동촌동
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,하차,01586,7111032800,금사리하이빌APT건너,2019-01-01,2,대구광역시 동구 동촌동
0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,승차,01587,7011020700,금사리하이빌APT앞,2019-01-01,3,대구광역시 동구 방촌동
0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,하차,01587,7011020700,금사리하이빌APT앞,2019-01-01,4,대구광역시 동구 방촌동
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,승차,00685,7061014500,금융감독원건너,2019-01-01,3,대구광역시 수성구 중동
0,1,0,1,1,2,1,0,1,2,0,1,6,2,1,1,2,2,0,하차,00685,7061014500,금융감독원건너,2019-01-01,24,대구광역시 수성구 중동
0,1,0,0,0,0,1,3,0,0,2,0,1,0,2,1,0,0,0,승차,03925,7111070800,금포1교1,2019-01-01,11,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,하차,04013,7111075500,금포1교3,2019-01-01,1,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,1,0,0,0,승차,04010,7111075600,금포교,2019-01-01,10,대구광역시 달성군 논공읍
0,0,0,0,0,2,1,1,0,1,0,3,1,1,0,0,0,0,0,승차,04016,7111075700,금포새터길1,2019-01-01,10,대구광역시 달성군 논공읍
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,04017,7111075800,금포새터길2,2019-01-01,1,대구광역시 달성군 논공읍
0,1,0,0,3,2,2,5,6,3,3,5,5,5,3,2,0,1,0,승차,09045,7111012700,금포초등학교,2019-01-01,46,대구광역시 달성군 논공읍
0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,하차,09045,7111012700,금포초등학교,2019-01-01,7,대구광역시 달성군 논공읍
0,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,승차,01819,7111012600,금포초등학교건너,2019-01-01,7,대구광역시 달성군 논공읍
0,0,0,0,0,1,0,0,5,1,2,0,0,0,1,2,0,0,0,하차,01819,7111012600,금포초등학교건너,2019-01-01,12,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,0,0,0,0,승차,05310,7021057600,금호119안전센터건너,2019-01-01,8,대구광역시 북구 관문동
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,하차,05301,7021057100,금호119안전센터앞,2019-01-01,4,대구광역시 북구 관문동
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,승차,01167,7041039400,금호기전,2019-01-01,1,대구광역시 달서구 신당동
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,하차,01167,7041039400,금호기전,2019-01-01,4,대구광역시 달서구 신당동
3,0,3,3,1,0,4,1,3,3,2,1,1,1,2,0,1,0,0,승차,09221,7021058900,금호서한이다음아파트앞,2019-01-01,29,대구광역시 북구 관문동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,승차,05767,7701000300,금호역,2019-01-01,1,경상북도 영천시 
0,0,0,3,1,7,1,3,1,2,1,0,3,1,0,3,0,0,0,승차,05770,7701000600,금호읍사무소,2019-01-01,26,경상북도 영천시 
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,하차,05771,7701000700,금호읍사무소 건너,2019-01-01,5,경상북도 영천시 
1,2,6,3,1,9,3,4,3,4,4,0,8,2,1,3,0,1,0,승차,05768,7701000400,금호지구대,2019-01-01,55,경상북도 영천시 
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,하차,05768,7701000400,금호지구대,2019-01-01,1,경상북도 영천시 
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,승차,03870,7021059300,금호지구종점(시내방향),2019-01-01,3,대구광역시 북구 관문동
0,0,1,1,1,0,1,2,1,4,1,0,1,3,1,1,0,0,0,승차,03869,7021059400,금호지구종점(종점방향),2019-01-01,18,대구광역시 북구 관문동
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,승차,03871,7021059200,금호천년나무1단지건너,2019-01-01,2,대구광역시 북구 관문동
0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,하차,03871,7021059200,금호천년나무1단지건너,2019-01-01,3,대구광역시 북구 관문동
0,1,2,5,4,4,6,4,8,6,2,7,2,8,5,2,4,1,0,승차,03865,7021059500,금호천년나무1단지동편,2019-01-01,71,대구광역시 북구 관문동
1,0,0,0,2,1,0,2,0,0,1,0,0,0,0,1,2,0,0,하차,03865,7021059500,금호천년나무1단지동편,2019-01-01,10,대구광역시 북구 관문동
0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,승차,05302,7021057200,금호천년나무1단지동편건너,2019-01-01,8,대구광역시 북구 관문동
0,1,0,3,1,0,1,1,3,2,1,2,3,2,3,3,0,1,0,하차,05302,7021057200,금호천년나무1단지동편건너,2019-01-01,27,대구광역시 북구 관문동
0,1,0,1,0,0,0,2,0,0,0,0,1,0,2,2,1,0,0,승차,03866,7021059100,금호천년나무1단지앞,2019-01-01,10,대구광역시 북구 관문동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,하차,03965,7021060600,금호천년나무8단지앞,2019-01-01,2,대구광역시 북구 관문동
0,0,0,2,1,1,4,0,5,1,1,0,0,0,0,1,0,0,0,승차,05773,7701000900,금호초교,2019-01-01,16,경상북도 영천시 
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,하차,05773,7701000900,금호초교,2019-01-01,2,경상북도 영천시 
0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,승차,05772,7701000800,금호초교 건너1,2019-01-01,6,경상북도 영천시 
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,승차,09223,7031020600,금호화물자동차공영차고지,2019-01-01,3,대구광역시 서구 상중이동
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,승차,05754,7181003000,금화리건너,2019-01-01,1,경상북도 칠곡군 
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,02321,7111029600,기곡(종점),2019-01-01,2,대구광역시 달성군 하빈면
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,승차,03653,7111043400,기곡리2,2019-01-01,2,대구광역시 달성군 하빈면
0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,승차,,7181073200,기성2리(가좌마을),2019-01-01,4,경상북도 칠곡군 
0,0,0,0,0,0,0,2,2,2,0,5,2,4,2,2,0,4,0,승차,00968,7041022000,기업은행대곡지점건너,2019-01-01,25,대구광역시 달서구 도원동
0,1,2,0,1,5,4,2,3,1,5,3,2,1,7,6,4,2,0,하차,00968,7041022000,기업은행대곡지점건너,2019-01-01,49,대구광역시 달서구 도원동
5,7,14,16,18,32,37,41,31,42,35,35,40,43,24,14,19,9,0,승차,05009,7041021900,기업은행대곡지점앞,2019-01-01,462,대구광역시 달서구 도원동
0,1,0,0,0,0,0,1,1,0,3,1,1,1,0,1,0,0,0,하차,05009,7041021900,기업은행대곡지점앞,2019-01-01,10,대구광역시 달서구 도원동
0,2,4,6,8,5,11,0,8,9,6,5,7,6,4,6,2,2,0,승차,01317,7041002500,기업은행죽전동지점건너,2019-01-01,91,대구광역시 달서구 죽전동
1,0,0,0,3,0,0,0,1,1,1,0,1,0,0,0,0,1,0,하차,01317,7041002500,기업은행죽전동지점건너,2019-01-01,9,대구광역시 달서구 죽전동
