05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일번호,일자,정류소명,정류소번호,합계,행정구역
0,0,1,1,4,1,5,2,1,3,3,4,1,4,1,5,10,1,1,승차,2190,2021-01-01,국채보상운동기념공원,7001009600,48,대구광역시 중구 동인1.2.4가동
1,2,3,2,2,1,1,7,1,0,3,1,3,3,5,2,1,0,0,하차,2190,2021-01-01,국채보상운동기념공원,7001009600,38,대구광역시 중구 동인1.2.4가동
2,0,5,13,6,6,2,4,10,6,18,8,11,1,5,2,4,5,0,승차,1003,2021-01-01,굿모닝병원건너,7051000500,108,대구광역시 달서구 두류1동
0,0,1,0,2,1,5,5,6,5,5,2,6,5,2,1,4,6,0,하차,1003,2021-01-01,굿모닝병원건너,7051000500,56,대구광역시 달서구 두류1동
3,3,5,5,7,3,7,5,8,8,11,4,7,6,6,4,5,4,0,승차,1026,2021-01-01,굿모닝병원앞,7051006900,101,대구광역시 남구 대명3동
3,2,1,1,0,3,4,3,3,1,2,6,3,2,4,0,2,1,0,하차,1026,2021-01-01,굿모닝병원앞,7051006900,41,대구광역시 남구 대명3동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,승차,1696,2021-01-01,귀남지휴게소1,7111030700,1,대구광역시 달성군 화원읍
3,6,6,10,15,10,17,13,19,17,16,22,21,17,12,20,25,4,1,승차,2015,2021-01-01,그랜드호텔건너,7061003700,254,대구광역시 수성구 범어1동
0,1,2,4,6,2,10,5,6,7,5,9,3,4,3,4,4,0,1,하차,2015,2021-01-01,그랜드호텔건너,7061003700,76,대구광역시 수성구 범어1동
1,6,9,9,11,19,9,15,12,11,13,18,18,19,20,17,27,20,2,승차,2016,2021-01-01,그랜드호텔앞,7061003600,256,대구광역시 수성구 범어1동
0,1,0,0,4,1,4,3,5,7,4,3,0,6,3,0,3,2,0,하차,2016,2021-01-01,그랜드호텔앞,7061003600,46,대구광역시 수성구 범어1동
0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,승차,1551,2021-01-01,그린빌4단지,7021037300,5,대구광역시 북구 구암동
0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,하차,1551,2021-01-01,그린빌4단지,7021037300,8,대구광역시 북구 구암동
0,0,0,4,0,1,1,1,1,1,0,2,1,2,1,0,0,0,0,승차,1334,2021-01-01,그린빌4단지건너,7021037100,15,대구광역시 북구 구암동
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,하차,1334,2021-01-01,그린빌4단지건너,7021037100,2,대구광역시 북구 구암동
0,1,0,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0,승차,1339,2021-01-01,그린빌4단지앞,7021037200,10,대구광역시 북구 구암동
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,하차,1339,2021-01-01,그린빌4단지앞,7021037200,3,대구광역시 북구 구암동
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,승차,2991,2021-01-01,근로복지공단대구병원건너,7021054300,5,대구광역시 북구 동천동
0,0,0,1,0,0,0,1,3,2,0,2,0,0,3,0,1,1,0,하차,2991,2021-01-01,근로복지공단대구병원건너,7021054300,14,대구광역시 북구 동천동
1,2,3,6,6,8,10,6,6,7,10,10,10,5,3,10,9,7,0,승차,9277,2021-01-01,근로복지공단대구병원앞,7021053900,119,대구광역시 북구 동천동
0,0,0,6,4,2,2,0,2,3,3,1,2,1,2,2,1,0,0,승차,9291,2021-01-01,근린공원축구장건너,7111057000,31,대구광역시 달성군 구지면
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,하차,9291,2021-01-01,근린공원축구장건너,7111057000,7,대구광역시 달성군 구지면
1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,승차,5087,2021-01-01,근린공원축구장앞,7111057800,8,대구광역시 달성군 구지면
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2651,2021-01-01,금강동,7011032300,3,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,승차,2607,2021-01-01,금계초등학교(교항리),7111017500,1,대구광역시 달성군 옥포면
0,2,3,2,1,3,3,0,5,5,0,2,0,0,0,2,0,0,0,승차,3950,2021-01-01,금계초등학교(교항리)건너,7111071700,28,대구광역시 달성군 옥포면
0,1,1,1,0,0,0,1,2,1,0,3,1,5,8,1,1,0,0,승차,853,2021-01-01,금복주건너,7041012400,26,대구광역시 달서구 장기동
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,하차,853,2021-01-01,금복주건너,7041012400,5,대구광역시 달서구 장기동
0,1,3,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,승차,854,2021-01-01,금복주앞,7041012500,10,대구광역시 달서구 장기동
0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,하차,854,2021-01-01,금복주앞,7041012500,6,대구광역시 달서구 장기동
0,5,3,6,7,7,11,12,7,5,3,8,4,2,1,2,3,0,0,승차,727,2021-01-01,금봉네거리1,7041025900,86,대구광역시 달서구 성당2동
0,0,0,0,0,0,1,1,0,1,1,3,1,0,1,1,4,1,0,하차,727,2021-01-01,금봉네거리1,7041025900,15,대구광역시 달서구 성당2동
1,0,3,3,2,2,16,7,4,2,6,5,2,4,0,1,4,0,0,승차,9286,2021-01-01,금봉네거리2,7041026100,62,대구광역시 달서구 성당1동
0,0,0,0,1,1,1,0,0,0,0,2,2,2,0,0,2,0,0,하차,9286,2021-01-01,금봉네거리2,7041026100,11,대구광역시 달서구 성당1동
2,0,0,1,0,0,0,0,1,1,2,3,2,2,1,0,0,0,0,승차,1586,2021-01-01,금사리하이빌APT건너,7111032800,15,대구광역시 동구 동촌동
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,하차,1586,2021-01-01,금사리하이빌APT건너,7111032800,1,대구광역시 동구 동촌동
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,승차,1587,2021-01-01,금사리하이빌APT앞,7011020700,3,대구광역시 동구 방촌동
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,하차,1587,2021-01-01,금사리하이빌APT앞,7011020700,2,대구광역시 동구 방촌동
0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,승차,3925,2021-01-01,금포1교1,7111070800,7,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,하차,4013,2021-01-01,금포1교3,7111075500,2,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,승차,4010,2021-01-01,금포교,7111075600,4,대구광역시 달성군 논공읍
