05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일번호,일자,정류소명,정류소번호,합계,행정구역
0,0,0,0,0,2,0,0,5,1,2,0,0,1,2,0,0,0,0,승차,3075,2021-01-01,경덕여고,7031020100,13,대구광역시 서구 상중이동
0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,하차,3075,2021-01-01,경덕여고,7031020100,5,대구광역시 서구 상중이동
0,0,0,0,1,0,1,0,0,0,1,1,1,2,0,1,0,1,0,승차,150,2021-01-01,경명여고건너,7021028500,9,대구광역시 북구 칠성동
0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,하차,150,2021-01-01,경명여고건너,7021028500,6,대구광역시 북구 칠성동
0,1,0,1,0,2,0,1,0,1,1,1,6,1,0,0,0,0,0,승차,400,2021-01-01,경명여고앞,7021028400,15,대구광역시 북구 칠성동
0,0,0,1,0,1,2,3,1,0,5,1,2,0,1,0,0,0,0,하차,400,2021-01-01,경명여고앞,7021028400,17,대구광역시 북구 칠성동
0,0,3,0,3,2,5,5,7,2,2,8,1,9,4,0,2,1,0,승차,2009,2021-01-01,경북고등학교건너,7061017700,54,대구광역시 수성구 황금1동
1,1,0,2,1,4,1,2,0,2,0,3,3,8,1,3,6,3,0,하차,2009,2021-01-01,경북고등학교건너,7061017700,41,대구광역시 수성구 황금1동
1,3,3,2,10,5,4,10,6,11,13,12,3,12,7,3,5,1,0,승차,2006,2021-01-01,경북고등학교앞,7061017600,111,대구광역시 수성구 황금1동
0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,하차,2006,2021-01-01,경북고등학교앞,7061017600,6,대구광역시 수성구 황금1동
0,0,1,0,4,1,2,6,4,5,4,8,3,4,4,4,4,3,0,승차,9141,2021-01-01,경북공고건너,7001003100,57,대구광역시 중구 남산4동
0,0,3,0,0,1,5,3,4,7,7,5,4,4,0,2,3,3,0,하차,9141,2021-01-01,경북공고건너,7001003100,51,대구광역시 중구 남산4동
0,1,0,3,2,3,2,8,2,8,5,5,8,3,4,0,5,2,0,승차,9140,2021-01-01,경북공고앞,7001003000,61,대구광역시 중구 남산3동
0,3,1,2,5,2,0,4,5,4,6,6,6,4,1,0,3,1,0,하차,9140,2021-01-01,경북공고앞,7001003000,53,대구광역시 중구 남산3동
0,1,1,0,2,0,3,1,3,6,2,3,5,3,0,1,2,0,0,승차,1276,2021-01-01,경북교통,7011018200,33,대구광역시 동구 안심3.4동
2,4,6,4,8,2,3,9,10,6,6,6,12,6,0,4,5,1,0,하차,1276,2021-01-01,경북교통,7011018200,94,대구광역시 동구 안심3.4동
0,1,1,0,6,0,6,3,7,4,2,4,0,3,0,1,2,0,0,승차,1275,2021-01-01,경북교통앞,7011018300,40,대구광역시 동구 안심3.4동
1,0,2,1,2,1,0,2,1,4,1,0,3,0,1,0,2,2,0,하차,1275,2021-01-01,경북교통앞,7011018300,23,대구광역시 동구 안심3.4동
0,5,2,9,1,3,2,4,8,8,1,11,3,8,2,1,5,3,0,승차,5187,2021-01-01,경북기계공고건너,7041017300,76,대구광역시 달서구 상인1동
1,0,0,2,2,4,3,1,11,7,2,5,4,3,1,2,5,2,0,하차,5187,2021-01-01,경북기계공고건너,7041017300,55,대구광역시 달서구 상인1동
0,5,1,1,4,3,1,3,1,6,8,5,7,2,0,3,1,2,0,승차,2266,2021-01-01,경북기계공고앞,7041017200,53,대구광역시 달서구 상인1동
0,2,0,1,0,0,2,2,1,7,7,0,6,4,1,1,1,0,0,하차,2266,2021-01-01,경북기계공고앞,7041017200,35,대구광역시 달서구 상인1동
0,3,4,2,3,6,10,9,8,13,12,8,21,14,9,5,10,5,0,승차,349,2021-01-01,경북대체육센터건너,7021025700,142,대구광역시 북구 산격3동
0,0,2,0,0,1,1,2,1,0,1,1,0,1,0,1,1,0,0,하차,349,2021-01-01,경북대체육센터건너,7021025700,12,대구광역시 북구 산격3동
0,1,1,2,2,1,13,5,7,11,15,9,26,21,25,11,15,11,2,승차,5242,2021-01-01,경북대체육센터앞,7021022300,178,대구광역시 북구 산격3동
0,1,0,1,5,2,5,7,9,2,7,8,17,13,4,8,13,5,0,하차,5242,2021-01-01,경북대체육센터앞,7021022300,107,대구광역시 북구 산격3동
1,1,1,4,3,0,2,5,4,1,2,3,2,4,3,3,8,4,0,승차,317,2021-01-01,경북대학교 경상대학건너,7011010200,51,대구광역시 동구 신암1동
0,0,0,1,1,3,1,1,5,1,3,4,3,2,1,6,3,1,0,하차,317,2021-01-01,경북대학교 경상대학건너,7011010200,36,대구광역시 동구 신암1동
2,5,4,5,10,14,13,18,17,21,17,21,16,13,4,7,12,6,3,승차,318,2021-01-01,경북대학교 경상대학앞,7011010100,208,대구광역시 북구 복현1동
1,1,1,3,1,5,3,2,3,4,0,3,3,2,4,1,4,1,0,하차,318,2021-01-01,경북대학교 경상대학앞,7011010100,42,대구광역시 북구 복현1동
0,2,4,9,7,7,6,5,7,7,25,9,9,10,12,9,11,9,1,승차,632,2021-01-01,경북대학교병원건너,7001009700,149,대구광역시 중구 삼덕동
2,3,4,5,2,1,1,1,4,3,2,4,1,3,3,4,7,2,0,하차,632,2021-01-01,경북대학교병원건너,7001009700,52,대구광역시 중구 삼덕동
1,5,6,10,6,9,12,8,13,9,23,17,22,17,10,14,16,12,1,승차,621,2021-01-01,경북대학교병원앞,7001009800,211,대구광역시 중구 삼덕동
0,0,1,3,3,3,3,5,4,2,4,1,6,4,1,1,2,1,1,하차,621,2021-01-01,경북대학교병원앞,7001009800,45,대구광역시 중구 삼덕동
4,6,5,11,11,12,26,39,38,49,35,46,47,48,36,47,50,36,1,승차,2104,2021-01-01,경북대학교북문건너,7021025900,547,대구광역시 북구 산격3동
0,0,0,0,2,0,1,4,4,1,5,3,3,3,2,5,3,1,0,하차,2104,2021-01-01,경북대학교북문건너,7021025900,37,대구광역시 북구 산격3동
0,0,1,0,1,5,9,7,3,9,12,20,7,4,1,31,15,8,0,승차,2105,2021-01-01,경북대학교북문앞,7021025800,133,대구광역시 북구 산격3동
0,1,0,1,2,1,1,6,2,3,5,3,7,6,2,7,8,7,0,하차,2105,2021-01-01,경북대학교북문앞,7021025800,62,대구광역시 북구 산격3동
2,1,2,0,8,2,3,5,3,3,4,8,6,3,1,3,3,2,0,승차,2705,2021-01-01,경북대학교서문건너,7021022400,59,대구광역시 북구 산격4동
0,2,0,2,1,2,1,2,1,2,1,3,1,1,1,1,2,3,0,하차,2705,2021-01-01,경북대학교서문건너,7021022400,26,대구광역시 북구 산격4동
0,0,1,2,2,1,0,1,0,3,5,3,3,3,4,2,1,3,0,승차,9065,2021-01-01,경북대학교서문앞,7021022500,34,대구광역시 북구 산격4동
0,0,1,1,2,0,0,2,0,0,1,4,2,0,2,0,1,2,0,하차,9065,2021-01-01,경북대학교서문앞,7021022500,18,대구광역시 북구 산격4동
2,6,1,1,4,2,3,3,5,11,7,8,10,4,3,9,14,5,0,승차,315,2021-01-01,경북대학교정문건너,7011010300,98,대구광역시 동구 신암1동
0,0,0,4,1,0,1,0,3,5,6,4,7,4,2,5,10,6,0,하차,315,2021-01-01,경북대학교정문건너,7011010300,58,대구광역시 동구 신암1동
0,4,10,9,11,11,13,18,28,28,29,33,18,16,14,10,18,13,1,승차,316,2021-01-01,경북대학교정문앞,7011010400,284,대구광역시 북구 대현1동
1,0,6,4,4,6,6,7,5,2,3,7,4,4,4,0,4,0,0,하차,316,2021-01-01,경북대학교정문앞,7011010400,67,대구광역시 북구 대현1동
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,승차,231,2021-01-01,경북대학교체육센터건너2,7021022200,4,대구광역시 북구 산격4동
0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,하차,231,2021-01-01,경북대학교체육센터건너2,7021022200,7,대구광역시 북구 산격4동
0,2,3,5,7,4,6,6,11,6,7,12,11,9,8,9,14,7,0,승차,2191,2021-01-01,경북대학교치과병원,7001007600,127,대구광역시 중구 삼덕동
0,1,0,2,4,6,7,4,11,7,4,5,4,6,5,5,2,2,0,하차,2191,2021-01-01,경북대학교치과병원,7001007600,75,대구광역시 중구 삼덕동
0,1,1,2,4,3,3,3,3,1,3,2,5,0,2,2,2,1,0,승차,5149,2021-01-01,경북아파트건너(신천동),7011005800,38,대구광역시 동구 효목2동
2,8,5,5,6,16,15,11,12,8,10,16,11,5,16,11,5,6,0,하차,5149,2021-01-01,경북아파트건너(신천동),7011005800,168,대구광역시 동구 효목2동
1,1,1,5,5,8,2,3,3,7,3,3,3,2,3,3,2,4,1,승차,462,2021-01-01,경북아파트앞(신천동),7011005700,60,대구광역시 동구 신천4동
0,1,1,1,1,3,1,2,2,2,4,11,2,0,0,2,1,1,0,하차,462,2021-01-01,경북아파트앞(신천동),7011005700,35,대구광역시 동구 신천4동
0,2,0,1,1,1,3,6,4,5,5,6,8,4,3,3,3,2,0,승차,2236,2021-01-01,경북여상건너,7051000600,57,대구광역시 남구 대명2동
1,6,7,3,4,7,4,9,12,13,3,4,5,5,1,5,1,2,0,하차,2236,2021-01-01,경북여상건너,7051000600,92,대구광역시 남구 대명2동
0,3,0,3,12,6,6,4,12,11,4,14,12,14,14,8,15,2,2,승차,2221,2021-01-01,경북여상앞,7051000700,142,대구광역시 남구 대명2동
0,0,0,0,1,1,0,1,1,1,2,1,4,4,1,3,0,0,0,하차,2221,2021-01-01,경북여상앞,7051000700,20,대구광역시 남구 대명2동
0,2,0,3,0,1,1,1,1,0,1,3,4,0,2,0,0,0,0,승차,1802,2021-01-01,경북크랑크,7041044000,19,대구광역시 달서구 월성2동
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,하차,1802,2021-01-01,경북크랑크,7041044000,2,대구광역시 달서구 월성2동
3,7,11,17,19,15,24,48,36,39,72,62,101,78,51,69,89,47,1,승차,518,2021-01-01,경상감영공원건너,7001004300,789,대구광역시 중구 성내1동
0,0,1,3,4,4,1,17,9,5,10,9,15,8,4,5,7,4,0,하차,518,2021-01-01,경상감영공원건너,7001004300,106,대구광역시 중구 성내1동
3,4,10,7,13,23,20,51,44,52,65,76,100,66,77,58,65,45,4,승차,9084,2021-01-01,경상감영공원앞,7001004600,783,대구광역시 중구 성내2동
4,8,9,14,11,25,23,41,61,60,50,49,64,43,20,22,18,17,2,하차,9084,2021-01-01,경상감영공원앞,7001004600,541,대구광역시 중구 성내2동
0,1,0,2,0,0,0,3,1,3,0,3,1,7,0,0,0,1,0,승차,296,2021-01-01,경상여자고등학교건너,7021017000,22,대구광역시 북구 침산1동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,296,2021-01-01,경상여자고등학교건너,7021017000,1,대구광역시 북구 침산1동
0,0,3,9,0,1,1,1,5,0,0,3,6,4,0,2,5,1,0,승차,561,2021-01-01,경상여자고등학교앞,7021017100,41,대구광역시 북구 침산1동
0,1,0,1,3,1,0,7,3,6,5,2,1,3,0,1,2,1,0,하차,561,2021-01-01,경상여자고등학교앞,7021017100,37,대구광역시 북구 침산1동
3,6,13,17,17,18,17,20,41,31,40,38,44,41,44,37,50,39,3,승차,5298,2021-01-01,경신고등학교건너,7061001400,519,대구광역시 수성구 범어2동
0,0,2,0,3,1,4,3,5,4,2,4,3,2,4,4,1,1,0,하차,5298,2021-01-01,경신고등학교건너,7061001400,43,대구광역시 수성구 범어2동
1,3,3,11,8,10,12,26,28,16,22,20,32,38,31,36,42,34,4,승차,5291,2021-01-01,경신고등학교앞,7061001300,377,대구광역시 수성구 범어4동
0,1,2,5,2,3,0,12,4,6,5,9,4,6,6,2,8,2,1,하차,5291,2021-01-01,경신고등학교앞,7061001300,78,대구광역시 수성구 범어4동
0,1,1,0,0,2,1,1,0,2,2,0,0,1,0,0,1,1,0,승차,5232,2021-01-01,경운초등학교건너,7031014600,13,대구광역시 서구 평리4동
0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,하차,5232,2021-01-01,경운초등학교건너,7031014600,6,대구광역시 서구 평리4동
3,1,0,3,4,1,2,4,4,1,2,3,1,3,0,3,2,1,0,승차,1329,2021-01-01,경운초등학교앞,7031014500,38,대구광역시 서구 내당4동
0,1,1,0,1,1,2,0,0,0,0,2,0,0,0,1,1,0,0,하차,1329,2021-01-01,경운초등학교앞,7031014500,10,대구광역시 서구 내당4동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,승차,1143,2021-01-01,경원고등학교건너,7031015000,1,대구광역시 달서구 용산2동
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,하차,1143,2021-01-01,경원고등학교건너,7031015000,1,대구광역시 달서구 용산2동
0,2,1,4,6,6,7,15,7,13,16,5,10,7,5,3,2,1,2,승차,9337,2021-01-01,경일여자고등학교건너,7051012000,112,대구광역시 남구 봉덕3동
0,0,0,4,1,0,1,2,1,1,1,0,1,2,0,1,0,1,0,하차,9337,2021-01-01,경일여자고등학교건너,7051012000,16,대구광역시 남구 봉덕3동
0,2,1,2,2,1,2,2,4,3,4,4,3,1,1,2,0,0,0,승차,390,2021-01-01,경일여자고등학교앞,7051011900,34,대구광역시 남구 봉덕3동
0,1,1,0,3,5,2,1,0,0,1,5,0,2,2,2,2,1,0,하차,390,2021-01-01,경일여자고등학교앞,7051011900,28,대구광역시 남구 봉덕3동
0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,승차,1596,2021-01-01,경주최씨종가(종점),7011030300,4,대구광역시 동구 해안동
1,1,3,2,2,6,1,0,5,0,3,1,4,2,1,1,0,0,0,승차,319,2021-01-01,경진초등학교건너,7011010000,33,대구광역시 동구 신암1동
1,2,0,2,2,3,3,3,2,5,7,3,5,8,2,4,8,2,0,하차,319,2021-01-01,경진초등학교건너,7011010000,62,대구광역시 동구 신암1동
0,2,2,5,12,10,9,12,12,9,12,9,21,9,8,6,7,4,0,승차,320,2021-01-01,경진초등학교앞,7011009900,149,대구광역시 북구 복현1동
0,0,1,2,1,1,1,0,3,0,5,1,1,1,0,0,2,0,0,하차,320,2021-01-01,경진초등학교앞,7011009900,19,대구광역시 북구 복현1동
1,0,0,0,2,1,0,1,0,0,2,0,1,1,0,1,2,0,0,승차,129,2021-01-01,경진테크빌앞,7001004700,12,대구광역시 중구 성내2동
1,0,0,0,1,1,1,1,3,2,0,1,0,0,0,1,1,1,0,하차,129,2021-01-01,경진테크빌앞,7001004700,14,대구광역시 중구 성내2동
0,0,1,3,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,승차,1807,2021-01-01,경창산업,7041043500,9,대구광역시 달서구 월성2동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,하차,1807,2021-01-01,경창산업,7041043500,2,대구광역시 달서구 월성2동
0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,승차,1420,2021-01-01,경희강재건너,7041011900,3,대구광역시 달서구 장기동
0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,하차,1420,2021-01-01,경희강재건너,7041011900,5,대구광역시 달서구 장기동
0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,1439,2021-01-01,경희강재앞,7041012000,4,대구광역시 달서구 월성2동
0,0,2,1,2,3,7,1,3,2,5,2,1,0,0,1,6,1,0,승차,5215,2021-01-01,계명대대명캠퍼스후문건너,7051007200,37,대구광역시 남구 대명3동
0,1,2,1,0,0,0,2,1,0,2,3,2,0,0,0,0,0,0,하차,5215,2021-01-01,계명대대명캠퍼스후문건너,7051007200,14,대구광역시 남구 대명3동
1,1,0,0,0,1,1,3,0,0,0,1,3,2,2,0,0,0,0,승차,1159,2021-01-01,계명대역(1번출구),7041001000,15,대구광역시 달서구 신당동
0,1,0,1,1,3,1,1,1,3,1,2,2,8,2,2,2,2,1,하차,1159,2021-01-01,계명대역(1번출구),7041001000,34,대구광역시 달서구 신당동
0,1,2,7,1,1,1,5,4,2,5,3,8,6,2,6,5,1,0,승차,5013,2021-01-01,계명대역(2번출구),7041033700,60,대구광역시 달서구 신당동
0,0,6,7,6,2,4,3,7,4,7,5,4,7,4,2,6,2,0,하차,5013,2021-01-01,계명대역(2번출구),7041033700,76,대구광역시 달서구 신당동
0,1,6,8,10,3,13,4,6,5,8,1,3,9,2,7,2,0,0,승차,1180,2021-01-01,계명대역(3번출구),7041037600,88,대구광역시 달서구 신당동
0,0,1,3,0,2,0,2,3,1,1,0,2,0,0,0,0,1,0,하차,1180,2021-01-01,계명대역(3번출구),7041037600,16,대구광역시 달서구 신당동
0,0,0,2,1,0,0,4,0,2,0,4,3,2,1,0,0,2,0,승차,1183,2021-01-01,계명대역(4번출구),7041001300,21,대구광역시 달서구 신당동
1,1,2,1,1,1,2,3,7,4,4,1,3,7,3,3,2,2,0,하차,1183,2021-01-01,계명대역(4번출구),7041001300,48,대구광역시 달서구 신당동
1,2,5,1,4,5,5,10,4,6,10,7,8,6,9,5,3,8,2,승차,2163,2021-01-01,계명대학교대명캠퍼스건너,7001000400,101,대구광역시 중구 남산4동
0,0,0,2,2,0,1,2,2,8,10,5,4,5,2,1,0,1,1,하차,2163,2021-01-01,계명대학교대명캠퍼스건너,7001000400,46,대구광역시 중구 남산4동
0,3,3,1,7,6,8,7,4,5,12,15,9,5,2,7,13,3,0,승차,2166,2021-01-01,계명대학교대명캠퍼스앞,7001000300,110,대구광역시 남구 대명3동
2,1,4,6,3,6,4,4,7,9,6,8,3,9,3,2,5,0,0,하차,2166,2021-01-01,계명대학교대명캠퍼스앞,7001000300,82,대구광역시 남구 대명3동
0,0,0,2,1,2,2,1,2,3,1,1,0,4,1,1,2,0,0,승차,5216,2021-01-01,계명대학교대명캠퍼스후문앞,7051007300,23,대구광역시 남구 대명3동
0,0,0,0,0,1,1,2,1,1,1,0,0,1,1,0,0,0,1,하차,5216,2021-01-01,계명대학교대명캠퍼스후문앞,7051007300,10,대구광역시 남구 대명3동
0,2,2,5,3,3,6,1,7,4,8,10,8,11,5,8,15,10,0,승차,9243,2021-01-01,계명대학교동문건너1,7041000500,108,대구광역시 달서구 신당동
0,0,0,0,0,1,0,0,1,0,0,0,5,2,0,0,1,1,0,하차,9243,2021-01-01,계명대학교동문건너1,7041000500,11,대구광역시 달서구 신당동
3,6,9,15,24,7,10,21,12,27,27,30,22,18,26,23,43,20,1,승차,898,2021-01-01,계명대학교동문건너2,7041000900,344,대구광역시 달서구 신당동
1,2,2,4,5,1,3,12,9,11,8,13,11,10,2,7,5,5,0,하차,898,2021-01-01,계명대학교동문건너2,7041000900,111,대구광역시 달서구 신당동
1,5,5,8,10,6,7,9,9,12,12,16,15,15,17,13,14,14,1,승차,5012,2021-01-01,계명대학교동문앞,7041000800,189,대구광역시 달서구 신당동
1,2,2,5,4,5,2,1,3,3,5,3,4,7,8,5,3,5,2,하차,5012,2021-01-01,계명대학교동문앞,7041000800,70,대구광역시 달서구 신당동
2,2,5,13,4,3,2,4,6,18,20,8,3,7,2,4,2,13,0,승차,9304,2021-01-01,계명대학교동산병원건너,7041061300,118,대구광역시 달서구 신당동
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,하차,9304,2021-01-01,계명대학교동산병원건너,7041061300,6,대구광역시 달서구 신당동
0,0,1,2,0,0,0,1,1,2,6,0,2,0,2,4,1,6,0,승차,4109,2021-01-01,계명대학교동산병원앞,7041063100,28,대구광역시 달서구 신당동
0,0,0,1,0,0,2,2,1,2,0,5,1,1,0,2,5,0,0,하차,4109,2021-01-01,계명대학교동산병원앞,7041063100,22,대구광역시 달서구 신당동
1,3,4,7,7,2,7,9,12,13,15,13,19,13,15,10,11,1,0,승차,1161,2021-01-01,계명대학교정문건너,7041001200,162,대구광역시 달서구 신당동
0,0,1,2,2,0,5,2,3,0,1,2,1,4,1,1,0,0,0,하차,1161,2021-01-01,계명대학교정문건너,7041001200,25,대구광역시 달서구 신당동
0,0,2,0,3,0,1,0,1,4,2,2,1,2,2,0,1,2,0,승차,1160,2021-01-01,계명대학교정문앞,7041001100,23,대구광역시 달서구 신당동
0,2,3,3,2,1,1,3,1,3,1,3,0,5,3,2,1,1,0,하차,1160,2021-01-01,계명대학교정문앞,7041001100,35,대구광역시 달서구 신당동
3,3,1,3,13,8,3,11,13,12,7,11,12,6,4,8,12,12,0,승차,5011,2021-01-01,계명문화대학건너,7041000400,142,대구광역시 달서구 신당동
0,0,0,0,3,1,0,0,0,3,2,0,1,0,0,1,1,1,0,하차,5011,2021-01-01,계명문화대학건너,7041000400,13,대구광역시 달서구 신당동
2,3,3,2,1,2,0,3,3,5,4,5,3,3,1,7,6,5,0,승차,2084,2021-01-01,계명문화대학앞,7041000300,58,대구광역시 달서구 신당동
1,9,13,15,12,8,21,18,20,15,22,22,20,11,9,6,8,8,0,하차,2084,2021-01-01,계명문화대학앞,7041000300,238,대구광역시 달서구 신당동
0,0,2,0,1,0,0,0,0,1,0,0,0,2,1,2,0,0,0,승차,3927,2021-01-01,고래들공원건너,7111071400,9,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,승차,3928,2021-01-01,고래들공원앞,7111071300,1,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,하차,3928,2021-01-01,고래들공원앞,7111071300,1,대구광역시 달성군 현풍면
0,3,3,0,2,2,0,2,2,1,2,7,6,6,4,6,5,3,1,승차,1098,2021-01-01,고모동입구,7061032500,55,대구광역시 수성구 고산2동
0,2,1,0,0,1,1,0,2,0,2,5,4,7,1,3,3,1,0,하차,1098,2021-01-01,고모동입구,7061032500,33,대구광역시 수성구 고산2동
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,승차,5142,2021-01-01,고모역건너,7061028800,3,대구광역시 수성구 고산2동
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,2640,2021-01-01,고봉리,7111025800,1,대구광역시 달성군 구지면
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,3992,2021-01-01,고봉리2,7111073800,1,대구광역시 달성군 구지면
0,3,2,10,3,3,3,5,10,9,7,11,13,4,10,3,6,7,1,승차,5294,2021-01-01,고산2동행정복지센터건너,7061025100,110,대구광역시 수성구 고산2동
0,4,0,1,2,2,0,2,6,2,2,1,2,2,1,3,3,4,0,하차,5294,2021-01-01,고산2동행정복지센터건너,7061025100,37,대구광역시 수성구 고산2동
2,5,5,18,14,7,13,14,12,7,9,10,15,16,7,9,11,3,0,승차,2377,2021-01-01,고산2동행정복지센터앞,7061025200,177,대구광역시 수성구 고산2동
0,0,0,0,1,0,1,0,0,0,2,0,3,0,1,0,1,0,0,하차,2377,2021-01-01,고산2동행정복지센터앞,7061025200,9,대구광역시 수성구 고산2동
0,4,2,2,7,1,0,4,7,4,3,4,6,5,2,4,0,1,0,승차,5198,2021-01-01,고산골입구,7051012300,56,대구광역시 남구 봉덕2동
0,0,0,0,1,1,1,2,3,1,1,0,0,2,0,1,1,1,0,하차,5198,2021-01-01,고산골입구,7051012300,15,대구광역시 남구 봉덕2동
0,0,0,2,0,0,3,0,0,1,2,0,2,0,0,1,0,0,0,승차,1093,2021-01-01,고산농협창고건너,7061025000,11,대구광역시 수성구 고산2동
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,하차,1093,2021-01-01,고산농협창고건너,7061025000,5,대구광역시 수성구 고산2동
0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,승차,3136,2021-01-01,고산농협창고앞,7061024900,4,대구광역시 수성구 고산2동
0,0,0,1,0,2,2,1,2,1,1,0,3,2,2,1,4,1,0,하차,3136,2021-01-01,고산농협창고앞,7061024900,23,대구광역시 수성구 고산2동
0,2,2,6,13,5,5,6,9,11,17,17,10,8,18,11,25,5,0,승차,1660,2021-01-01,고산도서관,7061026700,170,대구광역시 수성구 고산1동
0,2,3,1,7,6,0,4,3,4,7,6,0,1,1,6,10,1,1,하차,1660,2021-01-01,고산도서관,7061026700,63,대구광역시 수성구 고산1동
2,6,8,8,5,11,13,18,15,10,16,12,8,8,5,6,3,2,0,승차,1682,2021-01-01,고산역화성파크드림건너,7061025800,156,대구광역시 수성구 고산3동
0,1,1,0,4,1,3,1,6,5,2,3,0,4,1,2,1,0,0,하차,1682,2021-01-01,고산역화성파크드림건너,7061025800,35,대구광역시 수성구 고산3동
1,2,7,11,6,3,7,9,2,7,11,13,10,9,5,15,1,7,0,승차,1651,2021-01-01,고산역화성파크드림앞,7061025700,126,대구광역시 수성구 고산2동
0,2,1,1,0,0,2,5,1,1,5,1,5,6,3,1,4,3,1,하차,1651,2021-01-01,고산역화성파크드림앞,7061025700,42,대구광역시 수성구 고산2동
0,2,0,1,2,4,2,0,1,4,0,4,3,1,0,0,0,1,0,승차,1506,2021-01-01,고산정수사업소건너,7061036000,25,대구광역시 수성구 고산2동
0,0,2,1,0,2,0,2,0,0,0,1,1,2,0,0,0,0,0,하차,1506,2021-01-01,고산정수사업소건너,7061036000,11,대구광역시 수성구 고산2동
0,2,0,5,1,3,1,3,3,2,6,2,6,7,1,1,0,3,0,승차,2225,2021-01-01,고성아파트(서편),7021012300,46,대구광역시 북구 고성동
0,1,1,1,0,1,2,1,1,3,2,4,3,2,3,1,4,4,0,하차,2225,2021-01-01,고성아파트(서편),7021012300,34,대구광역시 북구 고성동
0,1,0,0,1,1,1,2,1,0,1,0,5,2,0,0,0,0,0,승차,142,2021-01-01,고성아파트건너,7021030400,15,대구광역시 북구 고성동
0,3,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,승차,5043,2021-01-01,고성아파트건너(서편),7021012200,11,대구광역시 서구 원대동
1,2,0,0,1,1,1,2,3,1,0,2,2,0,0,0,0,2,1,하차,5043,2021-01-01,고성아파트건너(서편),7021012200,19,대구광역시 서구 원대동
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,승차,141,2021-01-01,고성아파트앞,7021030500,1,대구광역시 북구 고성동
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,하차,141,2021-01-01,고성아파트앞,7021030500,2,대구광역시 북구 고성동
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,1,1,승차,5124,2021-01-01,고성지구대1,7021012400,9,대구광역시 북구 칠성동
0,1,0,1,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,하차,5124,2021-01-01,고성지구대1,7021012400,9,대구광역시 북구 칠성동
0,0,1,0,0,0,0,2,0,0,1,1,3,0,0,4,0,1,0,승차,1626,2021-01-01,고성지구대2,7021012500,13,대구광역시 북구 고성동
0,0,1,1,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,하차,1626,2021-01-01,고성지구대2,7021012500,9,대구광역시 북구 고성동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,승차,776,2021-01-01,골안골,7051014900,1,대구광역시 남구 대명11동
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,하차,776,2021-01-01,골안골,7051014900,1,대구광역시 남구 대명11동
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,780,2021-01-01,골안골지하보도앞,7051014200,2,대구광역시 남구 대명6동
0,0,3,1,0,3,3,1,0,1,0,3,1,3,0,0,2,0,0,하차,780,2021-01-01,골안골지하보도앞,7051014200,21,대구광역시 남구 대명6동
2,5,7,7,10,10,9,14,18,19,10,23,7,18,11,12,16,7,0,승차,536,2021-01-01,공고네거리1,7011009400,205,대구광역시 동구 신암1동
