rank,cctvUid,cctvNm,cctvCount,lat,lon
1,CTV0001274,신매동570(천사유치원)_100414,120425,35.838733,128.706859
2,CTV0001504,두산동876-8(수성못수성호텔건너)_300079,111318,35.825875,128.620961
3,CTV0001492,두산동499-4(수성못관광안내소)_300077,101892,35.828433,128.621417
4,CTV0001495,두산동499-4(수성못관광안내소)_300076,93506,35.828433,128.621417
5,CTV0001041,신매동567-15_101391,92957,35.839947,128.707228
6,CTV0001506,두산동926-1(수성못인부대기실)_300081,90481,35.826442,128.615144
7,CTV0001510,두산동926-6(수성못10)_300106,90112,35.82629,128.613882
8,CTV0001507,두산동926-1(수성못인부대기실)_300080,89987,35.826442,128.615144
9,CTV0001505,두산동876-8(수성못수성호텔건너)_300078,87238,35.825875,128.620961
10,CTV0000756,상동715_101043,87196,35.826478,128.613696
11,CTV0001509,두산동926-6(수성못09)_300105,85097,35.82629,128.613882
12,CTV0000227,범어1동560-1_100166,82949,35.858578,128.623949
13,CTV0000459,지산1동1288-16_100701,75809,35.822425,128.638871
14,CTV0001750,급식실(삼육14),74797,35.839911,128.610579
15,CTV0001143,상동667-53(상동교주변)_101500,70604,35.834256,128.606224
16,CTV0002417,고산05(고산),70325,35.843638,128.693003
17,CTV0002353,신매동572-7_101613,67772,35.837777,128.709485
18,CTV0000192,신매동568-12_100129,67640,35.839037,128.708007
19,CTV0002315,범어4동257-1_101574,66884,35.856863,128.634008
20,CTV0001543,범어1동356(구민운동장정문)_300002,66563,35.85025529,128.6292314
21,CTV0002717,수성2가동243_101625,66457,35.856189,128.613861
22,CTV0000735,범어3동1444_101022,64339,35.865486,128.618373
23,CTV0001304,만촌3동852-23_100498,63974,35.855605,128.649727
24,CTV0001511,두산동926-6(수성못11)_300107,62837,35.82629,128.613882
25,CTV0001101,사월동411-2_101457,62050,35.836808,128.71703
26,CTV0001175,만촌3동878-1_100196,61877,35.850476,128.652415
27,CTV0000268,시지동381-6_100276,61705,35.841903,128.695533
28,CTV0000152,매호동1085-1_100076,59777,35.841177,128.708
29,CTV0000979,만촌3동864_101329,59415,35.853119,128.651466
30,CTV0001026,지산1동1288-12_101376,58350,35.822109,128.639436
31,CTV0001531,범어1동356(구민운동장본부석)_300003,55983,35.84985794,128.6300492
32,CTV0000226,범어1동881-7_100165,55179,35.858824,128.622388
33,CTV0001142,상동199_101499,54948,35.836365,128.606454
34,CTV0001501,두산동653-1(수성못01)_300097,52995,35.827081,128.621993
35,CTV0001171,만촌3동874-2_100192,52454,35.850651,128.649468
36,CTV0000198,범어4동255-10_100135,52118,35.857084,128.634618
37,CTV0001210,신매동577-11_100231,51940,35.836746,128.709166
38,CTV0000905,매호동994-1_101255,51925,35.843419,128.708351
39,CTV0000591,범어1동646-1_100877,51511,35.850213,128.629047
40,CTV0002316,범어4동257-1_북쪽_101575,51447,35.856863,128.634008
41,CTV0001091,신매동567-15_남쪽_101447,51233,35.839947,128.707228
42,CTV0001474,신매동568-7_남쪽_101446,51159,35.838733,128.706859
43,CTV0001139,중동636-2(중동교주변)_101496,51139,35.841359,128.607591
44,CTV0000029,신매동579-1(천마어린이공원)_100291,50967,35.836964,128.706285
45,CTV0000954,범어3동1003-18_101304,50736,35.864444,128.619574
46,CTV0001144,상동667-53(상동교주변)_북서쪽_101501,50160,35.834256,128.606224
47,CTV0000267,범물1동1285_100275,49932,35.818726,128.646352
48,CTV0001503,두산동653-1(수성못03)_300099,49874,35.827081,128.621993
49,CTV0001237,범어3동471-1(동천초교주변)_100308,49814,35.86632,128.623905
50,CTV0001104,신매동271_101460,49728,35.840711,128.710445
51,CTV0001135,수성4가동1190-78(맞은편둔치)_101492,49594,35.863855,128.611903
52,CTV0001017,두산동124-5_101367,49012,35.835433,128.622125
53,CTV0001137,이천동655-144(자전거안전교육장)_101494,48919,35.84919,128.607639
54,CTV0000924,황금2동842_동쪽_101274,48258,35.844032,128.623227
55,CTV0001389,노변동122-17(자연누리유치원)_100734,48106,35.839575,128.700148
56,CTV0000555,상동249-1_100841,48029,35.834586,128.609727
57,CTV0001092,신매동567-15_서쪽_101448,47254,35.839947,128.707228
58,CTV0001209,신매동144-2_100230,46992,35.836485,128.709906
59,CTV0000355,범물2동839-3_맞은편_100544,46981,35.815474,128.647703
60,CTV0001236,범어3동24-1(동천초교주변)_100307,46286,35.864708,128.624021
61,CTV0000517,범어1동391-7_100803,45839,35.856989,128.629293
62,CTV0002712,만촌3동1025-7_101620,45812,35.857917,128.644291
63,CTV0000158,황금2동890-7_100083,45605,35.840741,128.622513
64,CTV0000376,두산동193_100613,44452,35.831919,128.621891
65,CTV0002331,두산동176-9_101590,44353,35.830653,128.620502
66,CTV0001508,두산동926-6(수성못08)_300104,44316,35.82629,128.613882
67,CTV0000923,황금2동842_101273,44222,35.844032,128.623227
68,CTV0000906,매호동994-1_남쪽_101256,44212,35.843419,128.708351
69,CTV0002675,연못앞파고라(경동),44126,35.8521375,128.6395086
70,CTV0001532,범어1동356(구민운동장)_300001,43742,35.85019421,128.6300429
71,CTV0000052,매호동1330-2(누리어린이공원)_100469,43658,35.841194,128.705496
72,CTV0001332,신매동57-17_100528,43542,35.83447,128.716934
73,CTV0000917,만촌3동855_서쪽_101267,43438,35.855928,128.650171
74,CTV0000185,만촌3동857-10_100121,43360,35.854431,128.651733
75,CTV0000453,지산1동920_100695,43309,35.838364,128.630092
76,CTV0000915,만촌3동855_101265,43182,35.855928,128.650171
77,CTV0002349,신매동574-7_101609,42957,35.837356,128.709776
78,CTV0001500,두산동516(수성못07)_300103,42775,35.828671,128.616815
79,CTV0000770,매호동1344-11_101057,42709,35.841926,128.704181
80,CTV0000188,신매동568-1_100125,42611,35.839325,128.70575
81,CTV0000061,지산1동1013_2(지산어린이공원)_100479,42587,35.834982,128.627536
82,CTV0001296,두산동123-1_100490,42564,35.833624,128.622041
83,CTV0000896,신매동567-10_101246,42486,35.839992,128.705979
84,CTV0000980,만촌3동864_북쪽_101330,42208,35.852935,128.652229
85,CTV0001336,범어1동783-4_100532,41856,35.85782,128.622534
86,CTV0002261,시지동462-40_400004,41734,35.841921,128.695224
87,CTV0000127,지산1동968-9_100042,41641,35.838147,128.628054
88,CTV0001277,범어1동782-2(마리아유치원)_100417,41380,35.854855,128.623004
89,CTV0002736,범물1동1269_남서쪽_101644,41247,35.821032,128.642747
90,CTV0001372,범어1동790-18_100596,41111,35.857278,128.623919
91,CTV0002198,범어4동215-31_101528,41077,35.857214,128.638593
92,CTV0000582,매호동1085-8_100868,40952,35.841824,128.708134
93,CTV0000638,사월동255-2_서쪽_100924,40798,35.839057,128.715319
94,CTV0000103,범어4동208-6_100016,40792,35.857892,128.635842
95,CTV0000042,신매동580-2(청솔어린이공원)_100439,40754,35.835958,128.705977
96,CTV0000925,황금2동842_남쪽_101275,40694,35.844032,128.623227
97,CTV0000319,범어4동63-27_100379,40630,35.857966,128.64281
98,CTV0001465,신매동567-55_동쪽_(천사유치원)_101130,40602,35.839148,128.70444
99,CTV0001544,범어1동356(구민운동장정문위쪽)_300004,40172,35.85026941,128.6295085
100,CTV0001024,지산1동1277-9_101374,40025,35.823524,128.637272
101,CTV0001069,범어3동481-10_101421,39867,35.861483,128.623174
102,CTV0001454,시지동272(시지아이숲유치원)_101119,39754,35.843276,128.699566
103,CTV0000637,사월동255-2_100923,39505,35.839057,128.715319
104,CTV0001496,두산동499-4(수성못상화공원)_300074,39432,35.829131,128.620422
105,CTV0002282,시지동381-6_700028,39359,35.842193,128.695579
106,CTV0000640,신매동590_1_100926,38820,35.832819,128.709011
107,CTV0000439,파동169-3_100681,38460,35.813138,128.615743
108,CTV0000604,만촌3동848-37_서쪽_100890,38382,35.857579,128.646865
109,CTV0000141,범어4동325-2_100063,38358,35.850944,128.636999
110,CTV0001363,신매동592-8_100587,38350,35.831547,128.707631
111,CTV0000105,지산1동994_100018,38210,35.835398,128.624899
112,CTV0001213,신매동602(욱수초교)_100234,38159,35.831169,128.707084
113,CTV0001429,황금1동403(성동초교)_101094,37787,35.842424,128.634514
114,CTV0001327,파동97-1_100521,37766,35.821113,128.615797
115,CTV0001451,신매동575-3(신매초교)_101116,37745,35.83758,128.710732
116,CTV0001441,두산동741-4(모란어린이집)_101106,37579,35.825269,128.62562
117,CTV0000162,지산1동1015-7_100090,37543,35.834928,128.629673
118,CTV0001286,범어4동117-43(청수유치원)_100426,37507,35.856733,128.63831
119,CTV0001094,시지동488-14_101450,37370,35.840084,128.692584
120,CTV0000358,황금2동744-13_100547,37294,35.847868,128.620345
121,CTV0000076,지산2동1274(지산근린공원)_100559,37204,35.821494,128.637477
122,CTV0001138,이천동655-144(자전거안전교육장)_북쪽_101495,37028,35.84919,128.607639
123,CTV0002666,후문통학로_학생출입문(경동10),37013,35.8521375,128.6395086
124,CTV0000825,범어4동100_101175,36967,35.854826,128.638451
125,CTV0002224,이천동655-144_101554,36688,35.846702,128.607594
126,CTV0001267,지산2동1234-2(무지개유치원)_100407,36310,35.821924,128.630038
127,CTV0001225,신매동267-9(매호초교주변)_100296,36159,35.840332,128.711671
128,CTV0002334,상동114_101593,36138,35.834731,128.610565
129,CTV0000845,만촌3동859-29_101195,35847,35.855187,128.651559
130,CTV0001105,신매동271_동쪽_101461,35781,35.840711,128.710445
131,CTV0001211,신매동591-4_100232,35751,35.831938,128.708547
132,CTV0000877,두산동132-3_101227,35720,35.835262,128.620987
133,CTV0001148,파동23-41_101505,35560,35.819818,128.611499
134,CTV0001284,수성4가동1090-6(코오롱아인슈타인유치원)_100424,35369,35.861645,128.614302
135,CTV0000956,범어3동35-1_101306,35216,35.861043,128.625371
136,CTV0001442,두산동741-4(모란어린이집)서쪽_101107,35188,35.825269,128.62562
137,CTV0000895,신매동567-49_101245,35186,35.838538,128.708533
138,CTV0000134,상동337-10_100049,34925,35.832226,128.613423
139,CTV0001273,신매동582(단비유치원)_100413,34900,35.834691,128.705709
140,CTV0001147,파동533-25맞은편둔치_101504,34833,35.809387,128.618365
141,CTV0001537,범어1동356(구민운동장후문)_300126,34769,35.84927211,128.6299976
142,CTV0000354,범어4동121-6_100543,34541,35.857104,128.636872
143,CTV0001030,지산2동1275-10_101380,34408,35.820908,128.639034
144,CTV0000873,파동488-14_101223,34250,35.806447,128.621114
145,CTV0000136,두산동185-2_100051,33920,35.83197,128.620695
146,CTV0000842,만촌3동816_101192,33883,35.850499,128.654454
147,CTV0000897,시지동390-144_101247,33877,35.83972,128.695431
148,CTV0001343,매호동1336-8_100567,33806,35.842439,128.703417
149,CTV0001473,신매동568-7_동쪽_101445,33659,35.838733,128.706859
150,CTV0001005,상동253-4_101355,33649,35.833844,128.609633
151,CTV0002351,신매동576_101611,33619,35.837455,128.709303
152,CTV0000121,범어4동212-11_100036,33577,35.85793,128.640498
153,CTV0000920,만촌3동861-5_101270,33447,35.853829,128.654125
154,CTV0001309,매호동1327-9_100503,33443,35.843748,128.708393
155,CTV0000144,만촌3동849-17_100067,33274,35.857172,128.647862
156,CTV0001208,신매동138-1_100229,33190,35.835259,128.709697
157,CTV0001200,범어2동405-16_100221,33129,35.859657,128.631061
158,CTV0000095,만촌3동848-27_100007,33032,35.857019,128.646464
159,CTV0000518,범어1동391-7_서쪽_100804,32983,35.856989,128.629293
160,CTV0002765,범어2동153-15_남쪽_101673,32911,35.859748,128.634134
161,CTV0000540,수성3가동322-1_100826,32836,35.85489354,128.6186914
162,CTV0001140,중동636-2(중동교주변)_남쪽_101497,32626,35.841359,128.607591
163,CTV0000148,신매동56_100071,32529,35.834548,128.7157
164,CTV0000447,두산동18-1_100689,32455,35.839169,128.621276
165,CTV0000819,범어3동31-3_101169,32320,35.863163,128.624724
166,CTV0000458,지산1동800_100700,32227,35.83202,128.631353
167,CTV0002313,범어2동396-2_101572,32107,35.8644,128.635294
168,CTV0001493,두산동499-4(수성못상화공원)_300075,31973,35.829131,128.620422
169,CTV0000051,매호동1330-2(누리어린이공원)_100468,31943,35.841607,128.705668
170,CTV0000505,범어3동1460_남쪽_100768,31891,35.865388,128.619457
171,CTV0000654,지산2동1272-3_100940,31799,35.82214944,128.632094
172,CTV0000746,수성1가동249-73_101033,31716,35.857446,128.610966
173,CTV0000844,만촌3동816_101194,31648,35.850045,128.655565
174,CTV0002755,수성1가동259-60_서쪽_101663,31639,35.855662,128.612198
175,CTV0000225,범어1동804-46_100164,31633,35.857883,128.621307
176,CTV0002462,고산06(고산),31580,35.843638,128.693003
177,CTV0002307,만촌3동1025-78_101566,31427,35.857579,128.644301
178,CTV0001155,신매동30_101512,30997,35.840711,128.710445
179,CTV0000073,지산1동1287(지봉어린이공원)_100540,30935,35.822921,128.639397
180,CTV0001018,두산동124-5_동쪽_101368,30766,35.835433,128.622125
181,CTV0000254,수성1가동671-42_100255,30600,35.858265,128.611137
182,CTV0000173,범어3동1460_100109,30589,35.865388,128.619457
183,CTV0001502,두산동653-1(수성못02)_300098,30469,35.827081,128.621993
184,CTV0000880,지산1동964-1_101230,30399,35.838202,128.627206
185,CTV0001065,범어1동800-39_101417,30307,35.85701522,128.622422
186,CTV0001269,범어1동798-12(소암유치원)_100409,30140,35.857292,128.621234
187,CTV0000375,황금1동94-1_100612,30048,35.843777,128.63784
188,CTV0001445,범물2동1330-3(하늘빛(금별)유치원)_101110,29994,35.81977,128.640763
189,CTV0002333,상동118-11_남쪽_101592,29950,35.835963,128.609721
190,CTV0000560,두산동145-4_100846,29791,35.833653,128.62077
191,CTV0000472,상동400_100714,29772,35.832278,128.615686
192,CTV0000312,황금2동796-13_100372,29747,35.844132,128.622169
193,CTV0000603,만촌3동848-37_100889,29737,35.857579,128.646865
194,CTV0000623,두산동79-10_100909,29645,35.835179,128.619298
195,CTV0000209,지산2동1251-9_100147,29524,35.824117,128.629257
196,CTV0002719,범어1동354_101627,29384,35.8487777,128.6300179
197,CTV0001317,상동314-4_100511,29347,35.833844,128.609633
198,CTV0001369,범어2동153-15_100593,29344,35.859748,128.634134
199,CTV0002352,신매동576_남쪽_101612,29274,35.837455,128.709303
200,CTV0002766,범어1동790-18_북쪽_101674,29237,35.857278,128.623919
201,CTV0001494,두산동499-4(수성못상화공원)_300082,29158,35.829131,128.620422
202,CTV0000043,신매동594-2(동서어린이공원)_100440,29018,35.83402,128.705484
203,CTV0000219,파동536-1_100158,29012,35.80897,128.618721
204,CTV0001558,지산동888-1(무학산공원)_300091,28777,35.835749,128.630423
205,CTV0001405,두산동40-4_100761,28705,35.838062,128.620297
206,CTV0001239,파동616-5(파동초교주변)_100310,28696,35.82517,128.609174
207,CTV0001019,두산동124-5_남쪽_101369,28612,35.835433,128.622125
208,CTV0001456,시지동35-7(시지아이숲유치원)_101121,28577,35.844717,128.700042
209,CTV0002744,시지동497_남쪽_101652,28568,35.837439,128.698147
210,CTV0001497,두산동516(수성못04)_300100,28512,35.828671,128.616815
211,CTV0000739,범어4동202-22_101026,28492,35.857078,128.633023
212,CTV0000686,욱수동238-2_100972,28475,35.831681,128.71067
213,CTV0000660,신매동596-6_100946,28443,35.832323,128.704847
214,CTV0000524,범어4동208-1_100810,28405,35.858193,128.636844
215,CTV0000556,상동249-1_동쪽_100842,28297,35.834586,128.609727
216,CTV0000196,범어4동271-7_100133,28210,35.855953,128.635617
217,CTV0000503,만촌3동865-7_100766,28163,35.852764,128.653535
218,CTV0001464,신매동567-55(천사유치원)_101129,28120,35.839148,128.70444
219,CTV0002665,놀이아지터_등나무다리1(경동9),28059,35.8521375,128.6395086
220,CTV0000498,신매동573-17_100757,28000,35.838407,128.710051
221,CTV0000807,범어1동906-1_101157,27944,35.852257,128.627576
222,CTV0000151,시지동502-7_100075,27941,35.83928,128.699471
223,CTV0000388,범어3동28-8_100630,27935,35.863163,128.624724
224,CTV0002341,파동616-4_남동쪽_101601,27851,35.825154,128.609773
225,CTV0002737,범물1동1265-10_남서쪽_101645,27714,35.822763,128.644411
226,CTV0000081,두산동149-11(맑음소공원)_100605,27662,35.833725,128.618112
227,CTV0000296,만촌3동1050-2_100356,27650,35.857887,128.645788
228,CTV0001220,매호동1326(매동초교)_100267,27539,35.844621,128.707001
229,CTV0001367,범어3동8-10_100591,27516,35.866164,128.624696
230,CTV0001195,두산동88_100216,27353,35.838025,128.62115
231,CTV0001227,사월동464(매호초교주변)_100298,27297,35.841427,128.713679
232,CTV0002279,신매동538-19_700025,27226,35.837905,128.713962
233,CTV0000884,지산1동988-5_101234,27109,35.83683,128.626984
234,CTV0000065,지산1동1293(무학어린이공원)_100483,27008,35.825087,128.639719
235,CTV0001498,두산동516(수성못05)_300101,26998,35.828671,128.616815
236,CTV0001230,시지동500(노변초교주변)_100301,26850,35.838223,128.698436
237,CTV0000314,범어1동791-1_100374,26821,35.858022,128.6245
238,CTV0002764,범어3동14-14_서쪽_101672,26793,35.864721,128.626001
239,CTV0000082,사월동646(사월어린이공원)_100606,26690,35.837649,128.72167
240,CTV0000988,황금1동527-28_101338,26681,35.836074,128.629884
241,CTV0000060,지산1동1013_1(지산어린이공원)_100478,26605,35.835133,128.62709
242,CTV0000294,만촌1동413-2_100354,26591,35.869374,128.633002
243,CTV0001272,범물2동1328(금별유치원)_100412,26532,35.81907685,128.6408794
244,CTV0001480,고모동20-5(수성패밀리파크)_300070,26509,35.870422,128.674056
245,CTV0000266,두산동117-1_100274,26465,35.837625,128.622426
246,CTV0002202,신매동592-17_101533,26423,35.832672,128.708317
247,CTV0001452,신매동575-3_북쪽_(신매초교)_101117,26405,35.83758,128.710732
248,CTV0000945,범어1동805-159_101295,26400,35.851127,128.622608
249,CTV0001108,황금2동832_101465,26363,35.844162,128.621066
250,CTV0000766,신매동584-15_101053,26340,35.834569,128.709476
251,CTV0001096,시지동488-14_북쪽_101452,26313,35.840084,128.692584
252,CTV0000761,지산1동1265-3_101048,26307,35.826122,128.632698
253,CTV0002324,황금2동716-13_101583,26267,35.8502559,128.6205354
254,CTV0000174,범어3동1130_100110,26159,35.867039,128.618888
255,CTV0000955,범어3동1003-18_남쪽_101305,26148,35.864444,128.619574
256,CTV0000629,범물2동1374-7_100915,26142,35.817532,128.644929
257,CTV0000329,범어2동407-22_100389,26133,35.863541,128.639411
258,CTV0001141,중동636-2(중동교주변)_북쪽_101498,26069,35.841359,128.607591
259,CTV0000990,황금1동391_101340,26064,35.843543,128.636765
260,CTV0002740,신매동138-1_남쪽_101648,25968,35.835259,128.709697
261,CTV0000583,매호동1085-8_서쪽_100869,25937,35.841824,128.708134
262,CTV0001261,욱수동213-2(비안네유치원)_100401,25937,35.830217,128.709156
263,CTV0002321,수성2가동214-4_101580,25909,35.851672,128.615414
264,CTV0000234,수성4가동985-98_100173,25849,35.860339,128.622236
265,CTV0001099,매호동1327-17_101455,25821,35.844034,128.706796
266,CTV0000154,사월동325_100079,25750,35.837948,128.718216
267,CTV0000111,범어2동224-15_100024,25736,35.859747,128.63711
268,CTV0002226,시지동381-6_101556,25720,35.841903,128.695533
269,CTV0001308,욱수동246_100502,25657,35.83290259,128.7097447
270,CTV0001223,황금2동819-14(황금초교주변)_100294,25539,35.844411,128.617755
271,CTV0001173,만촌3동876-12_100194,25529,35.849386,128.650834
272,CTV0001453,시지동141-5(고산초교)_101118,25441,35.843143,128.69404
273,CTV0000634,욱수동115-3_남쪽_100920,25415,35.828168,128.70589
274,CTV0001418,범어2동146-14(계성어린이집)동쪽_101083,25404,35.862214,128.635598
275,CTV0001368,범어3동14-14_100592,25379,35.864721,128.626001
276,CTV0000460,지산2동1250-10_100702,25360,35.822451,128.628496
277,CTV0000465,지산2동1196-10_100707,25354,35.820856,128.631473
278,CTV0000974,만촌3동869-3_101324,25291,35.85078,128.653399
279,CTV0000719,수성1가동294-4_101006,25256,35.851838,128.613264
280,CTV0000898,시지동390-144_동쪽_101248,25254,35.83972,128.695431
281,CTV0000179,범어2동222-4_100115,25243,35.859719,128.638725
282,CTV0000820,범어3동31-3_동쪽_101170,25192,35.863163,128.624724
283,CTV0000291,범어3동40-15_100351,25139,35.860469,128.624757
284,CTV0002758,지산1동1035-9_남동쪽_101666,25084,35.831855,128.627051
285,CTV0001458,사월동225-1(예나유치원)_101123,25070,35.839663,128.71758
286,CTV0001219,매호동1010(매동초교문앞)_100266,25030,35.844824,128.708528
287,CTV0000432,상동350-9_100674,24989,35.832103,128.611613
288,CTV0001318,상동333-5_100512,24981,35.834255,128.614073
289,CTV0000843,만촌3동816_서쪽_101193,24899,35.850499,128.654454
290,CTV0001249,만촌1동658-28(중앙초교주변)_100320,24845,35.86974,128.642076
291,CTV0000737,범어3동481-1_101024,24836,35.862481,128.623232
292,CTV0002757,중동526-1_남동쪽_101665,24757,35.849125,128.611575
293,CTV0000244,범어1동899-22_100184,24652,35.853377,128.627634
294,CTV0001299,수성1가동259-60_100493,24561,35.855662,128.612198
295,CTV0001027,지산1동1288-12_동쪽_101377,24556,35.822109,128.639436
296,CTV0000509,만촌1동1330-1_100773,24533,35.873724,128.640481
297,CTV0000017,시지동487(달무리어린이공원)_100279,24475,35.840626,128.692804
298,CTV0000193,사월동356-3(선진자원앞지하보도서편)_100130,24440,35.837357,128.720104
299,CTV0002332,두산동176-9_북쪽_101591,24424,35.830653,128.620502
300,CTV0002220,지산1동958-7_동쪽_101550,24364,35.838399,128.626134
301,CTV0000957,범어3동35-1_동쪽_101307,24320,35.861043,128.625371
302,CTV0001244,지산1동1290-16(지봉초교주변)_100315,24258,35.824547,128.641231
303,CTV0000523,범어3동28-2_100809,24240,35.861406,128.624801
304,CTV0002713,만촌3동1025-7_북동쪽_101621,24234,35.857917,128.644291
305,CTV0000410,수성1가동541-4_100652,24213,35.850078,128.611318
306,CTV0000180,만촌1동664-43_100116,24190,35.866333,128.643112
307,CTV0001499,두산동516(수성못06)_300102,24185,35.828671,128.616815
308,CTV0001342,매호동1324_100566,24159,35.844431,128.704168
309,CTV0002419,고산07(고산),24156,35.843638,128.693003
310,CTV0002325,황금2동716-13_북쪽_101584,24145,35.8502559,128.6205354
311,CTV0000669,사월동176-2_100955,24101,35.840413,128.721597
312,CTV0001025,지산1동1277-9_동쪽_101375,24053,35.823524,128.637272
313,CTV0002753,수성4가동1090-6_북쪽_101661,24053,35.861645,128.614302
314,CTV0002762,황금1동366-1_서쪽_101670,23897,35.842063,128.632704
315,CTV0002257,매호동238-1_700014,23884,35.850805,128.707735
316,CTV0001435,상동69-5(예지원어린이집)_101100,23833,35.835037,128.615808
317,CTV0000363,지산1동958-7_100552,23815,35.838399,128.626134
318,CTV0000881,지산1동964-1_북동쪽_101231,23801,35.838202,128.627206
319,CTV0000320,황금2동776-3_100380,23770,35.845615,128.623451
320,CTV0000343,지산2동1244_100456,23733,35.824756,128.627123
321,CTV0000641,수성4가동1090-15(수성근린공원서편)_100927,23623,35.860536,128.614565
322,CTV0001103,사월동411-2_북쪽_101459,23597,35.836808,128.71703
323,CTV0001231,매호동1332-1(시지초교주변)_100302,23594,35.843571,128.703739
324,CTV0000310,매호동721-1_100370,23437,35.846077,128.705699
325,CTV0000474,범어2동53-3_100716,23389,35.865558,128.629785
326,CTV0002773,욱수동228-3_북쪽_101681,23388,35.830673,128.708167
327,CTV0000390,범어4동200-15주변_100632,23352,35.857895,128.633911
328,CTV0001070,범어3동481-10_동쪽_101422,23348,35.861483,128.623174
329,CTV0000630,범물2동1374-7_서쪽_100916,23116,35.817532,128.644929
330,CTV0000059,황금2동882-2(대경어린이공원)_100477,22919,35.841281,128.618284
331,CTV0000899,시지동504_101249,22781,35.840607,128.699085
332,CTV0001297,황금2동809-25_100491,22768,35.844298,128.619997
333,CTV0000172,범어1동728_100108,22762,35.851411,128.624204
334,CTV0001408,만촌3동872-34_101073,22739,35.850562,128.651259
335,CTV0001278,매호동615-4(아너스유치원)_100418,22710,35.846077,128.705699
336,CTV0001375,상동118-11_100599,22614,35.835937,128.609705
337,CTV0000633,욱수동115-3_100919,22516,35.828168,128.70589
338,CTV0000349,수성3가동100_100462,22451,35.8512397,128.6205687
339,CTV0000921,만촌3동861-5_북쪽_101271,22449,35.853829,128.654125
340,CTV0002260,사월동475_400003,22409,35.839007,128.715324
341,CTV0001127,황금1동362-1_101484,22339,35.840571,128.633479
342,CTV0001102,시지동381-6_북쪽_101458,22301,35.841903,128.695533
343,CTV0000709,신매동170-12_100995,22287,35.83656,128.712378
344,CTV0000194,사월동356-3(선진자원앞지하보도동편)_100131,22285,35.837653,128.720699
345,CTV0000985,수성3가동261-3_101335,22284,35.85883902,128.6177276
346,CTV0002350,신매동574-7_동쪽_101610,22238,35.837356,128.709776
347,CTV0000656,지산2동1272-3_서쪽_100942,22204,35.82214944,128.632094
348,CTV0001661,3동급식실(두산01),22195,35.832514,128.625868
349,CTV0002624,유치원놀이터(범어02),22147,35.860581,128.632761
350,CTV0000446,파동193-2_100688,22129,35.807047,128.620835
351,CTV0002774,범물2동1369-21_서쪽_101682,22122,35.815891,128.640779
352,CTV0001357,범어1동665-4_100581,22088,35.850361,128.627004
353,CTV0001310,만촌3동864-6_100504,22052,35.852935,128.652229
354,CTV0000336,상동192-13_100396,22027,35.834779,128.606972
355,CTV0000202,황금2동798-16_100139,22002,35.845763,128.62067
356,CTV0001400,욱수동228-3_100745,21922,35.830673,128.708167
357,CTV0000230,범어1동373-41_100169,21908,35.854668,128.627625
358,CTV0002129,통행로(매호12),21894,35.841486,128.712799
359,CTV0000003,만촌3동852(국화어린이공원)_100236,21849,35.857172,128.647862
360,CTV0000242,수성4가동1085-21_100181,21799,35.860375,128.616383
361,CTV0001275,지산1동1293(동화나라유치원)_100415,21677,35.824809,128.639526
362,CTV0000557,파동118-300_100843,21623,35.817937,128.615957
363,CTV0002767,상동170-5_남쪽_101675,21601,35.837661,128.609457
364,CTV0001172,만촌3동865-2_남쪽_100193,21580,35.851746,128.653463
365,CTV0001178,지산1동1064-17_100199,21521,35.832203,128.625646
366,CTV0001247,만촌1동1425(중앙초교정문옆)_100318,21446,35.86934,128.640628
367,CTV0000108,상동410-7_100021,21424,35.830225,128.614174
368,CTV0001320,사월동510-2_100514,21363,35.839227,128.723644
369,CTV0000826,범어4동100_북쪽_101176,21319,35.854826,128.638451
370,CTV0001283,수성4가동1090-5(코오롱아인슈타인유치원)_100423,21279,35.863658,128.614382
371,CTV0001136,수성4가동1190-78(맞은편둔치)_남서쪽_101493,21263,35.863855,128.611903
372,CTV0001112,황금2동872-2_101469,21243,35.841043,128.619776
373,CTV0000379,만촌3동1047-45_100616,21224,35.855938,128.647065
374,CTV0002275,시지동234_700021,21197,35.841685,128.69172
375,CTV0001921,사월15,21184,35.833859,128.715246
376,CTV0000445,파동540-9_100687,21175,35.807891,128.619719
377,CTV0002746,시지동161-1_북쪽_101654,21151,35.844368,128.694022
378,CTV0001271,범물2동1336_(사랑숲(예쁜)유치원)_100411,21119,35.8205,128.636928
379,CTV0002319,수성2가동266-1_101578,21114,35.853727,128.614289
380,CTV0000038,두산동41(샛터어린이공원)_100435,21088,35.837888,128.620834
381,CTV0002322,수성2가동214-4_동쪽_101581,21079,35.851672,128.615414
382,CTV0000232,범어1동806-31_100171,21076,35.851196,128.621486
383,CTV0001153,욱수동251-3_101510,21044,35.833885,128.711202
384,CTV0000079,시지동501(노변근린공원)_100562,21040,35.838735,128.699241
385,CTV0001119,황금2동869-8_101476,21011,35.842504,128.620324
386,CTV0000861,황금2동734-2_101211,20977,35.848606,128.620913
387,CTV0001829,본관1층계단(시지06),20960,35.84351,128.703264
388,CTV0000318,황금2동785-2_100378,20944,35.844841,128.62336
389,CTV0000378,만촌2동1029-9_100615,20928,35.860423,128.644859
390,CTV0000053,시지동137-5(고산어린이공원)_100470,20927,35.84447,128.694942
391,CTV0001319,상동344-9_100513,20920,35.833808,128.612214
392,CTV0000734,범어2동222-7_동쪽_101021,20888,35.8597715,128.6400229
